,Temperature[Degree Celsius],10m_X_Wind_Speed [m/s],10m_Y_Wind_Speed [m/s],Surface Pressure [Pa],Precipitatio(cumulus scheme)[kg/m2s1],Precipitatio(microphysics scheme)[kg/m2s1],Humidity,Sunshine Duration(short wave radiation>120 Wm2)[s],Upwelling Surface Shortwave Radiation[W/m2],Upwelling Surface Longwave Radiation[W/m2],Downward SWR,Downward LWR
2020-01-01 14:00:00,-5.972082519531227,2.5189740657806396,-0.3002128005027771,91667.6484375,0.0,0.0,0.002446018159389496,0.0,0.0,13767705.0,0.0,12175538.0
2020-01-01 15:00:00,-7.612463378906227,2.1422290802001953,0.061874810606241226,91688.1875,0.0,0.0,0.002229556441307068,0.0,0.0,14718675.0,0.0,12967928.0
2020-01-01 16:00:00,-7.433691406249977,2.784822702407837,0.22641399502754211,91698.0,0.0,0.0,0.0022230760660022497,0.0,0.0,15665175.0,0.0,13748198.0
2020-01-01 17:00:00,-6.757818603515602,2.4972457885742188,0.6359208226203918,91710.171875,0.0,0.0,0.002309447852894664,81.95709228515625,89548.4609375,16630875.0,154342.65625,14527778.0
2020-01-01 18:00:00,-6.999822998046852,1.330713152885437,0.4260939061641693,91676.484375,0.0,0.0,0.0022878351155668497,168.0842742919922,369643.875,17619108.0,637734.5625,15298958.0
2020-01-01 19:00:00,-5.621282958984352,0.9198222756385803,0.014742880128324032,91696.0234375,0.0,0.0,0.0025452435947954655,220.55528259277344,790181.625,18625848.0,1364589.625,16066478.0
2020-01-01 20:00:00,-4.738470458984352,0.9039133191108704,0.32483842968940735,91697.5078125,0.0,0.0,0.002745578298345208,229.67141723632812,1267586.625,19650948.0,2190983.5,16837972.0
2020-01-01 21:00:00,-4.411260986328102,1.1134408712387085,0.7967936396598816,91722.046875,0.0,0.0,0.0028383478056639433,194.6671905517578,1709407.875,20678028.0,2956906.0,17612212.0
2020-01-01 22:00:00,-4.147589111328102,1.3621853590011597,1.2530086040496826,91734.5625,0.0,0.0,0.0029786210507154465,120.2763671875,2028949.125,21691008.0,3511643.5,18389332.0
2020-01-01 23:00:00,-4.721411132812477,1.8216173648834229,1.2177274227142334,91786.7265625,0.0,0.0,0.0029451511800289154,23.04645538330078,2159685.5,22677168.0,3738908.5,19172812.0
2020-01-02 00:00:00,-5.676336669921852,0.7562189102172852,1.7647171020507812,91887.265625,0.0,0.0,0.002811384154483676,0.0,2163833.0,23639028.0,3746123.5,19982032.0
2020-01-02 01:00:00,-6.621954345703102,0.5444080233573914,2.031625509262085,91914.828125,0.0,1.6625660919089569e-06,0.0024600839242339134,0.0,2163833.0,24643728.0,3746123.5,20950792.0
2020-01-02 02:00:00,-7.548193359374977,0.5706062912940979,2.0606651306152344,91926.7421875,0.0,7.979901056387462e-06,0.002268887124955654,0.0,2163833.0,25658868.0,3746123.5,21930472.0
2020-01-02 03:00:00,-8.165899658203102,0.8875224590301514,1.7780176401138306,91870.265625,0.0,8.073218850768171e-06,0.002158842049539089,0.0,2163833.0,26663988.0,3746123.5,22884412.0
2020-01-02 04:00:00,-8.095281982421852,0.7032701969146729,1.8087975978851318,91889.3203125,0.0,8.073218850768171e-06,0.002171212574467063,0.0,2163833.0,27663468.0,3746123.5,23825032.0
2020-01-02 05:00:00,-8.466192626953102,1.3461538553237915,1.065901279449463,91886.53125,0.0,8.073218850768171e-06,0.0021007084287703037,0.0,2163833.0,28666608.0,3746123.5,24772252.0
2020-01-02 06:00:00,-8.437994384765602,0.9278003573417664,1.338924765586853,91927.546875,0.0,8.073218850768171e-06,0.0021056728437542915,0.0,2163833.0,29661948.0,3746123.5,25704412.0
2020-01-02 07:00:00,-8.178503417968727,0.8814066052436829,1.603243350982666,91887.75,0.0,8.073218850768171e-06,0.0021648299880325794,0.0,2163833.0,30657648.0,3746123.5,26634952.0
2020-01-02 08:00:00,-6.110693359374977,1.0165289640426636,1.740317463874817,91897.15625,0.0,0.0008806847617961466,0.002443297067657113,0.0,2163833.0,31653048.0,3746123.5,27552532.0
2020-01-02 09:00:00,-5.175512695312477,1.9293699264526367,0.47899192571640015,91892.5625,0.0,0.07002649456262589,0.0026675884146243334,0.0,2163833.0,32659128.0,3746123.5,28527292.0
2020-01-02 10:00:00,-2.1377929687499773,4.656581878662109,-0.39582011103630066,91898.234375,0.0,0.6650843024253845,0.0034086776431649923,0.0,2163833.0,33716748.0,3746123.5,29571112.0
2020-01-02 11:00:00,0.03185424804689774,6.6299052238464355,-3.0068836212158203,91983.578125,0.0,1.2645665407180786,0.004013375379145145,0.0,2163833.0,34823628.0,3746123.5,30642232.0
2020-01-02 12:00:00,-0.9275878906249773,6.45266580581665,-2.589200735092163,92044.8046875,0.0,1.7762812376022339,0.0036442785058170557,0.0,2163833.0,35928348.0,3746123.5,31642732.0
2020-01-02 13:00:00,-1.8065246582031023,4.983898162841797,-1.9267460107803345,92097.046875,0.0,1.8879352807998657,0.0033139458391815424,0.0,2163833.0,37019508.0,3746123.5,32619952.0
2020-01-02 14:00:00,-4.012884521484352,4.150221824645996,-0.03766871988773346,92140.453125,0.0,1.887986660003662,0.0027636263985186815,0.0,2163833.0,38072388.0,3746123.5,33507532.0
2020-01-02 15:00:00,-5.038000488281227,6.74710750579834,-0.20237495005130768,92216.6328125,0.0,1.887986660003662,0.0021932509262114763,0.0,2163833.0,39089508.0,3746123.5,34272292.0
2020-01-02 16:00:00,-5.541052246093727,7.100745677947998,-0.3071649670600891,92321.9140625,0.0,1.887986660003662,0.002053673844784498,0.0,2163833.0,40091148.0,3746123.5,35001292.0
2020-01-02 17:00:00,-5.062017822265602,8.372801780700684,-0.2925131618976593,92362.984375,0.0,1.887986660003662,0.0020309300161898136,86.12202453613281,2264978.0,41093628.0,3909128.5,35717452.0
2020-01-02 18:00:00,-4.870397949218727,8.139915466308594,0.06944712996482849,92449.703125,0.0,1.887986660003662,0.0020629223436117172,175.3359832763672,2577548.0,42104748.0,4414523.5,36424372.0
2020-01-02 19:00:00,-4.764196777343727,8.209939956665039,-1.2713390588760376,92430.375,0.0,1.887986660003662,0.0020928678568452597,228.77212524414062,3043185.5,43122228.0,5170208.5,37127452.0
2020-01-02 20:00:00,-4.647100830078102,7.98598575592041,-3.4826459884643555,92532.2890625,0.0,1.887986660003662,0.0020960283000022173,234.13449096679688,3566085.5,44143788.0,6021833.5,37835572.0
2020-01-02 21:00:00,-4.840826416015602,8.871337890625,-3.1050362586975098,92557.515625,0.0,1.9237923622131348,0.002323300577700138,173.96212768554688,4018695.5,45170388.0,6740993.5,38603212.0
2020-01-02 22:00:00,-5.140264892578102,8.42973804473877,-2.995140314102173,92716.03125,0.0,2.0050299167633057,0.002218287205323577,96.56117248535156,4308045.5,46198548.0,7200473.5,39418972.0
2020-01-02 23:00:00,-5.380224609374977,9.238659858703613,-2.894043207168579,92785.0625,0.0,2.0504891872406006,0.0021127648651599884,22.064533233642578,4429950.5,47217828.0,7394003.5,40225012.0
2020-01-03 00:00:00,-5.550390624999977,9.621106147766113,-3.8328816890716553,92938.1484375,0.0,2.092878818511963,0.001992898527532816,0.0,4435065.5,48232308.0,7402118.5,41051212.0
2020-01-03 01:00:00,-5.991796874999977,9.468534469604492,-3.903083086013794,92965.6875,0.0,2.100432872772217,0.0018764479318633676,0.0,4435065.5,49240548.0,7402118.5,41867812.0
2020-01-03 02:00:00,-6.564733886718727,9.080979347229004,-3.1936957836151123,93099.140625,0.0,2.1007473468780518,0.0017739653121680021,0.0,4435065.5,50239068.0,7402118.5,42657412.0
2020-01-03 03:00:00,-7.153875732421852,8.382891654968262,-2.938868522644043,93179.84375,0.0,2.1007473468780518,0.0017001766245812178,0.0,4435065.5,51226788.0,7402118.5,43409692.0
2020-01-03 04:00:00,-7.639471435546852,8.003820419311523,-3.2674527168273926,93284.5,0.0,2.1007473468780518,0.0016315069515258074,0.0,4435065.5,52203468.0,7402118.5,44122612.0
2020-01-03 05:00:00,-7.991735839843727,7.178589820861816,-3.458998203277588,93329.375,0.0,2.1007473468780518,0.0015725562116131186,0.0,4435065.5,53172588.0,7402118.5,44807932.0
2020-01-03 06:00:00,-8.623052978515602,5.831503391265869,-2.590710163116455,93397.359375,0.0,2.1007473468780518,0.0015108536463230848,0.0,4435065.5,54135228.0,7402118.5,45486412.0
